,S_INFO_WINDCODE,S_INFO_COMPNAME,INDUSTRIESALIAS,INDUSTRIESNAME,INDUSTRIESCODE,REPORT_PERIOD,S_FA_EBT_TTM,ENTRY_DT,REMOVE_DT
1944,002200.SZ,云南交投生态科技股份有限公司,37,农林牧渔,b10k000000000000,20070630,47841289.25,20080108,
1945,002200.SZ,云南交投生态科技股份有限公司,37,农林牧渔,b10k000000000000,20070331,47841289.25,20080108,
1946,002200.SZ,云南交投生态科技股份有限公司,37,农林牧渔,b10k000000000000,20061231,47841289.25,20080108,
1947,002200.SZ,云南交投生态科技股份有限公司,37,农林牧渔,b10k000000000000,20060930,37973246.03,20080108,
1948,002200.SZ,云南交投生态科技股份有限公司,37,农林牧渔,b10k000000000000,20051231,37973246.03,20080108,
1949,002200.SZ,云南交投生态科技股份有限公司,37,农林牧渔,b10k000000000000,20041231,39092395.96,20080108,
1950,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20200331,-1843181109.97,20191202,
1951,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20191231,-1903883230.19,20191202,
1952,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20190930,-637401256.81,20191202,
1953,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20190630,-465666588.08,20191202,
1954,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20190331,-312814654.19,20191202,
1955,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20181231,-163561319.78,20191202,
1956,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20180930,59897404.89,20191202,
1957,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20180630,75675040.44,20191202,
1958,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20180331,120374726.87,20191202,
1959,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20171231,136544245.89,20191202,
1960,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20170930,146090597.98,20191202,
1961,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20170630,189873977.63,20191202,
1962,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20170331,187439568.63,20191202,
1963,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20161231,186141116.44,20191202,
1964,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20160930,171229286.45,20191202,
1965,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20160630,164992641.44,20191202,
1966,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20160331,161676551.7,20191202,
1967,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20151231,157939624.18,20191202,
1968,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20150930,144724442.79,20191202,
1969,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20150630,139085712.57,20191202,
1970,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20150331,138014615.46,20191202,
1971,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20141231,137432960.34,20191202,
1972,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20140930,146595182.51,20191202,
1973,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20140630,140590983.54,20191202,
1974,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20140331,136266432.65,20191202,
1975,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20131231,138006416.13,20191202,
1976,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20130930,167413930.89,20191202,
1977,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20130630,165435802.66,20191202,
1978,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20130331,158069129.4,20191202,
1979,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20121231,159056820.38,20191202,
1980,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20120930,189581983.43,20191202,
1981,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20120630,189024871.78,20191202,
1982,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20120331,185860055.68,20191202,
1983,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20111231,182215291.96,20191202,
1984,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20110930,160218062.89,20191202,
1985,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20110630,135838681.39,20191202,
1986,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20110331,119362576.53,20191202,
1987,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20101231,122394916.3,20191202,
1988,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20100930,112235796.08,20191202,
1989,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20100630,101646508.02,20191202,
1990,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20100331,91060498.66,20191202,
1991,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20091231,75791336.32,20191202,
1992,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20090930,56576094.94,20191202,
1993,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20090630,52261300.19,20191202,
1994,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20090331,60584423.38,20191202,
1995,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20081231,67613361.08,20191202,
1996,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20080930,59019779.92,20191202,
1997,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20080630,60004079.72,20191202,
1998,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20080331,52347222.32,20191202,
1999,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20071231,47694090.26,20191202,
2000,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20070930,25209416.18,20191202,
2001,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20070630,25209416.18,20191202,
2002,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20070331,25209416.18,20191202,
2003,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20061231,25209416.18,20191202,
2004,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20051231,12681880.62,20191202,
2005,002220.SZ,大连天宝绿色食品股份有限公司,37,农林牧渔,b10k000000000000,20041231,6323921.66,20191202,
2006,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20230331,-224929854.33,20080530,
2007,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20221231,-464859987.79,20080530,
2008,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20220930,-460252050.26,20080530,
2009,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20220630,-428409198.64,20080530,
2010,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20220331,-276624718.7,20080530,
2011,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20211231,42615857.13,20080530,
2012,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20210930,151272674.04,20080530,
2013,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20210630,2262632.8,20080530,
2014,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20210331,52487780.1,20080530,
2015,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20201231,65107784.27,20080530,
2016,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20200930,435072619.12,20080530,
2017,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20200630,972459466.63,20080530,
2018,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20200331,1370313273.59,20080530,
2019,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20191231,1609499878.12,20080530,
2020,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20190930,1493311122.15,20080530,
2021,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20190630,1230629044.85,20080530,
2022,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20190331,782014479.2,20080530,
2023,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20181231,380855094.21,20080530,
2024,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20180930,138898503.88,20080530,
2025,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20180630,-88727899.2,20080530,
2026,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20180331,-229815158.29,20080530,
2027,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20171231,-290094681.07,20080530,
2028,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20170930,-385426470.28,20080530,
2029,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20170630,-182844345.45,20080530,
2030,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20170331,9246871.84,20080530,
2031,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20161231,154503104.03,20080530,
2032,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20160930,151808878.0,20080530,
2033,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20160630,-25218430.95,20080530,
2034,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20160331,-203570932.07,20080530,
2035,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20151231,-314666646.19,20080530,
2036,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20150930,-208098971.34,20080530,
2037,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20150630,-83528844.37,20080530,
2038,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20150331,61131806.51,20080530,
2039,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20141231,63374112.54,20080530,
2040,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20140930,-53266859.08,20080530,
2041,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20140630,-155120830.21,20080530,
2042,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20140331,-245885222.56,20080530,
2043,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20131231,-245423958.88,20080530,
2044,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20130930,-169205058.45,20080530,
2045,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20130630,-173962712.43,20080530,
2046,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20130331,-133019500.99,20080530,
2047,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20121231,-82171621.14,20080530,
2048,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20120930,-51674556.4,20080530,
2049,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20120630,115538942.72,20080530,
2050,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20120331,161670515.39,20080530,
2051,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20111231,188591674.35,20080530,
2052,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20110930,213804586.68,20080530,
2053,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20110630,162454522.83,20080530,
2054,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20110331,104413223.18,20080530,
2055,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20101231,49668906.17,20080530,
2056,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20100930,-2677637.37,20080530,
2057,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20100630,-39292678.78,20080530,
2058,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20100331,-57085358.45,20080530,
2059,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20091231,-42793278.85,20080530,
2060,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20090930,-33396479.81,20080530,
2061,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20090630,-27634391.43,20080530,
2062,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20090331,24260630.51,20080530,
2063,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20081231,52849831.34,20080530,
2064,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20080930,95440215.85,20080530,
2065,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20080630,97024648.83,20080530,
2066,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20080331,99543659.44,20080530,
2067,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20071231,90999093.04,20080530,
2068,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20070930,41730086.91,20080530,
2069,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20070630,41730086.91,20080530,
2070,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20070331,41730086.91,20080530,
2071,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20061231,41730086.91,20080530,
2072,002234.SZ,山东民和牧业股份有限公司,37,农林牧渔,b10k000000000000,20051231,37974580.51,20080530,
2073,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20230331,127264774.93,20191202,
2074,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20221231,156689740.18,20191202,
2075,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20220930,182356063.53,20191202,
2076,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20220630,269028250.74,20191202,
2077,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20220331,276466057.19,20191202,
2078,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20211231,236737462.36,20191202,
2079,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20210930,183433077.68,20191202,
2080,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20210630,85581127.46,20191202,
2081,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20210331,54093034.59,20191202,
2082,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20201231,59632157.95,20191202,
2083,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20200930,61058010.03,20191202,
2084,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20200630,67421424.01,20191202,
2085,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20200331,49705861.96,20191202,
2086,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20191231,45787397.91,20191202,
2087,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20190930,48077301.41,20191202,
2088,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20190630,37938898.61,20191202,
2089,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20190331,48176167.76,20191202,
2090,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20181231,52499540.68,20191202,
2091,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20180930,59210461.33,20191202,
2092,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20180630,57694946.85,20191202,
2093,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20180331,57057666.69,20191202,
2094,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20171231,57088674.49,20191202,
2095,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20170930,61108865.29,20191202,
2096,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20170630,65637665.34,20191202,
2097,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20170331,59825004.21,20191202,
2098,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20161231,58425461.5,20191202,
2099,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20160930,52549165.27,20191202,
2100,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20160630,49435763.76,20191202,
2101,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20160331,45384771.92,20191202,
2102,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20151231,47808511.73,20191202,
2103,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20150930,32703527.28,20191202,
2104,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20150630,29656518.01,20191202,
2105,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20150331,28317458.14,20191202,
2106,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20141231,26209111.73,20191202,
2107,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20140930,39304888.14,20191202,
2108,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20140630,48830547.98,20191202,
2109,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20140331,48935021.34,20191202,
2110,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20131231,49012836.97,20191202,
2111,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20130930,61251193.71,20191202,
2112,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20130630,70212756.33,20191202,
2113,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20130331,79845757.88,20191202,
2114,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20121231,79716126.88,20191202,
2115,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20120930,71837518.83,20191202,
2116,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20120630,72117343.11,20191202,
2117,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20120331,69614666.94,20191202,
2118,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20111231,65951481.23,20191202,
2119,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20110930,68091205.66,20191202,
2120,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20110630,58549143.65,20191202,
2121,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20110331,52921854.72,20191202,
2122,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20101231,50584499.07,20191202,
2123,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20100930,50747080.81,20191202,
2124,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20100630,46873392.02,20191202,
2125,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20100331,48135106.61,20191202,
2126,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20091231,46318468.16,20191202,
2127,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20090930,47874030.76,20191202,
2128,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20090630,53086955.97,20191202,
2129,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20090331,48906490.42,20191202,
2130,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20081231,53086955.97,20191202,
2131,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20080930,52236596.46,20191202,
2132,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20080331,52236596.46,20191202,
2133,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20071231,52236596.46,20191202,
2134,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20061231,31343174.55,20191202,
2135,002286.SZ,保龄宝生物股份有限公司,37,农林牧渔,b10k000000000000,20051231,11199008.48,20191202,
2136,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20230331,613641102.3,20091104,
2137,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20221231,470764324.89,20091104,
2138,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20220930,351805670.98,20091104,
2139,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20220630,163945912.75,20091104,
2140,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20220331,385903296.07,20091104,
2141,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20211231,511543261.7,20091104,
2142,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20210930,656550677.64,20091104,
2143,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20210630,1028878186.55,20091104,
2144,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20210331,1487020844.78,20091104,
2145,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20201231,2117393990.34,20091104,
2146,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20200930,3272816318.56,20091104,
2147,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20200630,3864455670.76,20091104,
2148,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20200331,4211881734.16,20091104,
2149,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20191231,4196906640.53,20091104,
2150,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20190930,3548279162.17,20091104,
2151,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20190630,2961897240.12,20091104,
2152,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20190331,2156867397.56,20091104,
2153,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20181231,1598142189.27,20091104,
2154,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20180930,1140696062.93,20091104,
2155,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20180630,715417835.3,20091104,
2156,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20180331,471596794.92,20091104,
2157,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20171231,341166602.61,20091104,
2158,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20170930,224962548.57,20091104,
2159,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20170630,418705756.78,20091104,
2160,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20170331,630813873.51,20091104,
2161,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20161231,683184855.09,20091104,
2162,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20160930,438725470.35,20091104,
2163,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20160630,152216696.58,20091104,
2164,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20160331,-218886433.5,20091104,
2165,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20151231,-499479504.62,20091104,
2166,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20150930,-504008924.71,20091104,
2167,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20150630,-402197398.58,20091104,
2168,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20150331,-51351884.92,20091104,
2169,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20141231,37781799.58,20091104,
2170,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20140930,101360510.74,20091104,
2171,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20140630,33375875.35,20091104,
2172,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20140331,-299924207.97,20091104,
2173,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20131231,-261059402.43,20091104,
2174,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20130930,-360108790.64,20091104,
2175,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20130630,-410375824.3,20091104,
2176,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20130331,-190919963.81,20091104,
2177,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20121231,-30684040.76,20091104,
2178,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20120930,235049728.71,20091104,
2179,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20120630,468095375.32,20091104,
2180,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20120331,504450449.91,20091104,
2181,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20111231,479762920.5,20091104,
2182,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20110930,449580401.75,20091104,
2183,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20110630,335970025.1,20091104,
2184,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20110331,297368383.73,20091104,
2185,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20101231,278052688.17,20091104,
2186,002299.SZ,福建圣农发展股份有限公司,37,农林牧渔,b10k000000000000,20100930,210153740.91,20091104,
