,S_INFO_WINDCODE,S_INFO_COMPNAME,INDUSTRIESALIAS,INDUSTRIESNAME,INDUSTRIESCODE,REPORT_PERIOD,S_FA_EBT_TTM,ENTRY_DT,REMOVE_DT
0,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20230331,440316331.64,20191202,
1,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20221231,470910862.09,20191202,
2,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20220930,523174933.63,20191202,
3,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20220630,498124776.12,20191202,
4,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20220331,514564142.33,20191202,
5,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20211231,516128282.45,20191202,
6,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20210930,458837938.95,20191202,
7,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20210630,502312584.45,20191202,
8,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20210331,514026840.62,20191202,
9,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20201231,457842432.55,20191202,
10,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20200930,379462178.3,20191202,
11,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20200630,411998556.77,20191202,
12,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20200331,387309824.72,20191202,
13,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20191231,429029356.18,20191202,
14,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20190930,735107067.83,20191202,
15,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20190630,589171309.52,20191202,
16,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20190331,480099390.41,20191202,
17,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20181231,339344589.72,20191202,
18,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20180930,-59442236.42,20191202,
19,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20180630,-58838749.15,20191202,
20,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20180331,-61773334.17,20191202,
21,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20171231,-61278404.72,20191202,
22,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20170930,118106645.31,20191202,
23,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20170630,113627666.26,20191202,
24,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20170331,111206004.1,20191202,
25,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20161231,114206078.2,20191202,
26,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20160930,-66202515.69,20191202,
27,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20160630,-67597195.88,20191202,
28,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20160331,-37835439.52,20191202,
29,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20151231,-40425049.61,20191202,
30,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20150930,44069918.11,20191202,
31,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20150630,49310094.34,20191202,
32,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20150331,13441037.82,20191202,
33,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20141231,18054066.05,20191202,
34,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20140930,-31939551.39,20191202,
35,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20140630,39381492.39,20191202,
36,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20140331,52642603.87,20191202,
37,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20131231,62003485.82,20191202,
38,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20130930,48729385.31,20191202,
39,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20130630,-14451310.6,20191202,
40,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20130331,83090380.14,20191202,
41,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20121231,76883246.2,20191202,
42,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20120930,63972687.21,20191202,
43,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20120630,94869550.38,20191202,
44,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20120331,16282323.76,20191202,
45,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20111231,13692328.77,20191202,
46,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20110930,68008623.11,20191202,
47,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20110630,37066726.69,20191202,
48,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20110331,16464140.29,20191202,
49,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20101231,11165014.28,20191202,
50,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20100930,-38734315.56,20191202,
51,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20100630,-26935217.27,20191202,
52,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20100331,-12912512.18,20191202,
53,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20091231,-8726601.02,20191202,
54,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20090930,10583824.14,20191202,
55,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20090630,11719946.57,20191202,
56,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20090331,11733424.19,20191202,
57,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20081231,18681641.57,20191202,
58,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20080930,48493435.1,20191202,
59,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20080630,41734148.18,20191202,
60,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20080331,46511850.03,20191202,
61,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20071231,46936227.65,20191202,
62,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20070930,44409672.85,20191202,
63,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20070630,40227635.79,20191202,
64,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20070331,32870415.52,20191202,
65,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20061231,33086078.62,20191202,
66,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20060930,7041951.2,20191202,
67,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20060630,8375466.99,20191202,
68,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20060331,5117313.48,20191202,
69,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20051231,4603090.12,20191202,
70,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20050930,-3648415.93,20191202,
71,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20050630,-1079550.81,20191202,
72,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20050331,-2202480.77,20191202,
73,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20041231,-2117866.38,20191202,
74,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20040930,-37232359.42,20191202,
75,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20040630,-48649570.8,20191202,
76,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20040331,-48544155.59,20191202,
77,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20031231,-48739099.23,20191202,
78,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20030930,-4100177.73,20191202,
79,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20030630,5106243.14,20191202,
80,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20030331,25759474.0,20191202,
81,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20021231,11405633.91,20191202,
82,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20020930,13292934.36,20191202,
83,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20020630,10656345.94,20191202,
84,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20020331,13292934.36,20191202,
85,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20011231,13292934.36,20191202,
86,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20010630,14537500.53,20191202,
87,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20001231,13091867.05,20191202,
88,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,20000630,36530957.55,20191202,
89,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19991231,32694338.13,20191202,
90,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19990630,36282926.19,20191202,
91,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19981231,35731439.85,20191202,
92,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19980630,31837122.94,20191202,
93,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19971231,30581850.82,20191202,
94,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19970630,31354151.43,20191202,
95,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19961231,43369610.7,20191202,
96,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19960630,19075426.5,20191202,
97,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19951231,8856694.14,20191202,
98,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19950630,-9987343.98,20191202,
99,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19941231,-62727.45,20191202,
100,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19940630,33054180.05,20191202,
101,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19931231,33054180.05,20191202,
102,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19921231,19272699.28,20191202,
103,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19911231,20444295.43,20191202,
104,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19901231,12165302.85,20191202,
105,000019.SZ,深圳市深粮控股股份有限公司,37,农林牧渔,b10k000000000000,19891231,15259453.71,20191202,
106,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20230331,2813399841.38,20100920,
107,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20221231,993425150.27,20100920,
108,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20220930,33336773.2,20100920,
109,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20220630,-224369614.63,20100920,
110,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20220331,-62531198.24,20100920,
111,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20211231,632343062.3,20100920,
112,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20210930,1505979150.45,20100920,
113,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20210630,1662026109.15,20100920,
114,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20210331,1651000725.25,20100920,
115,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20201231,1176746512.84,20100920,
116,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20200930,1329329264.68,20100920,
117,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20200630,1500925147.23,20100920,
118,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20200331,1439553109.98,20100920,
119,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20191231,1510572674.05,20100920,
120,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20190930,876787524.49,20100920,
121,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20190630,843423590.93,20100920,
122,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20190331,747421014.42,20100920,
123,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20181231,603803672.44,20100920,
124,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20180930,20419582.92,20100920,
125,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20180630,-170429556.79,20100920,
126,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20180331,-145785157.54,20100920,
127,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20171231,-178695579.42,20100920,
128,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20170930,-93079015.58,20100920,
129,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20170630,-55629432.84,20100920,
130,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20170331,-16480421.37,20100920,
131,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20161231,20399720.36,20100920,
132,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20160930,76613036.51,20100920,
133,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20160630,86915337.76,20100920,
134,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20160331,260204394.11,20100920,
135,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20151231,259170010.32,20100920,
136,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20150930,376726604.45,20100920,
137,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20150630,354239593.98,20100920,
138,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20150331,171746636.23,20100920,
139,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20141231,165219795.66,20100920,
140,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20140930,-23861069.78,20100920,
141,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20140630,-30333821.48,20100920,
142,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20140331,13696292.2,20100920,
143,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20131231,11067823.71,20100920,
144,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20130930,73780705.14,20100920,
145,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20130630,72802174.93,20100920,
146,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20130331,49200229.42,20100920,
147,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20121231,49500032.0,20100920,
148,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20120930,661103010.26,20100920,
149,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20120630,659037750.97,20100920,
150,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20120331,629654264.83,20100920,
151,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20111231,629473504.35,20100920,
152,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20110930,-14730616.28,20100920,
153,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20110630,-14856760.03,20100920,
154,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20110331,-13731182.17,20100920,
155,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20101231,-8514246.81,20100920,
156,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20100930,93844587.93,20100920,
157,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20100630,88570252.52,20100920,
158,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20100331,83953279.65,20100920,
159,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20091231,79594934.64,20100920,
160,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20090930,59646033.26,20100920,
161,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20090630,63704170.88,20100920,
162,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20090331,92217236.24,20100920,
163,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20081231,94442234.48,20100920,
164,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20080930,67066645.06,20100920,
165,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20080630,62967951.09,20100920,
166,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20080331,47568204.44,20100920,
167,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20071231,40093660.93,20100920,
168,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20070930,-80752019.52,20100920,
169,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20070630,-86450740.35,20100920,
170,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20070331,-114294742.47,20100920,
171,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20061231,-120051556.1,20100920,
172,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20060930,-149406472.87,20100920,
173,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20060630,-140432927.75,20100920,
174,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20060331,-115431725.95,20100920,
175,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20051231,-106520676.98,20100920,
176,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20050930,13557647.01,20100920,
177,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20050630,14264398.17,20100920,
178,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20050331,16715279.2,20100920,
179,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20041231,13538176.35,20100920,
180,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20040930,21234076.04,20100920,
181,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20040630,20928737.19,20100920,
182,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20040331,9057086.23,20100920,
183,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20031231,12451053.52,20100920,
184,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20030930,10468489.82,20100920,
185,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20030630,7888261.52,20100920,
186,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20030331,13555852.31,20100920,
187,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20021231,16757559.18,20100920,
188,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20020930,-76087782.0,20100920,
189,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20020630,-76308546.0,20100920,
190,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20020331,-104896886.0,20100920,
191,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20011231,-104896886.0,20100920,
192,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20010930,-321418250.0,20100920,
193,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20010630,-404077301.0,20100920,
194,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20001231,-321418250.0,20100920,
195,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,20000630,123163732.0,20100920,
196,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19991231,77563215.0,20100920,
197,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19990630,34577764.62,20100920,
198,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19981231,51101128.0,20100920,
199,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19980630,30911450.16,20100920,
200,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19971231,23472616.23,20100920,
201,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19970630,35662266.09,20100920,
202,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19961231,43631249.41,20100920,
203,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19960630,54373188.15,20100920,
204,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19951231,35724814.67,20100920,
205,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19950630,30508568.99,20100920,
206,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19941231,30508568.99,20100920,
207,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19931231,31223019.17,20100920,
208,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19921231,30654900.0,20100920,
209,000048.SZ,深圳市京基智农时代股份有限公司,37,农林牧渔,b10k000000000000,19911231,7778100.0,20100920,
210,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20230331,528500913.86,20191202,
211,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20221231,517220211.12,20191202,
212,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20220930,502892492.48,20191202,
213,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20220630,616483727.56,20191202,
214,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20220331,728678952.58,20191202,
215,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20211231,721589597.89,20191202,
216,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20210930,688053090.77,20191202,
217,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20210630,673037559.37,20191202,
218,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20210331,657933819.56,20191202,
219,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20201231,644728318.9,20191202,
220,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20200930,793664883.28,20191202,
221,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20200630,804583811.79,20191202,
222,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20200331,653077935.71,20191202,
223,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20191231,615783433.18,20191202,
224,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20190930,419824986.14,20191202,
225,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20190630,375597589.51,20191202,
226,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20190331,285756099.7,20191202,
227,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20181231,238561252.93,20191202,
228,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20180930,265426840.62,20191202,
229,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20180630,171516302.35,20191202,
230,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20180331,182474724.59,20191202,
231,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20171231,196460238.93,20191202,
232,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20170930,3711266.11,20191202,
233,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20170630,248830494.08,20191202,
234,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20170331,283681750.04,20191202,
235,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20161231,260795133.45,20191202,
236,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20160930,345418958.55,20191202,
237,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20160630,110097373.59,20191202,
238,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20160331,149588535.9,20191202,
239,000061.SZ,深圳市农产品集团股份有限公司,37,农林牧渔,b10k000000000000,20151231,134251859.79,20191202,
