S_INFO_WINDCODE,S_INFO_COMPNAME,INDUSTRIESALIAS,INDUSTRIESNAME,INDUSTRIESCODE,REPORT_PERIOD,S_FA_EBT_TTM,ENTRY_DT,REMOVE_DT
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20110331,3154077182.22,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20101231,2084509382.32,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20100930,1214226896.48,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20100630,368963848.24,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20100331,983288427.44,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20091231,983288427.44,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20090930,1088006086.95,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20090630,1088006086.95,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20081231,1088006086.95,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20071231,2057691397.12,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20061231,872638554.18,20151102,
300498.SZ,温氏食品集团股份有限公司,110702,生猪养殖,7601060100000000,20051231,469339277.02,20151102,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20230331,-166574351.08,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20221231,-45350876.0,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20220930,-345179721.99,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20220630,-563753416.91,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20220331,-462675401.43,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20211231,-296622771.93,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20210930,-57659604.04,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20210630,213765036.78,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20210331,222766882.57,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20201231,280211837.16,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20200930,346850241.76,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20200630,209975702.73,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20200331,199853865.75,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20191231,70061595.9,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20190930,-33620348.08,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20190630,27253353.21,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20190331,-58049508.28,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20181231,-35406209.03,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20180930,-45861025.16,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20180630,-48465810.78,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20180331,8687805.2,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20171231,43634377.88,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20170930,30276437.9,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20170630,79580264.78,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20170331,153923788.59,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20161231,172791459.35,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20160930,206766544.74,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20160630,172010725.93,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20160331,79407902.15,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20151231,4099567.78,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20150930,-31456341.04,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20150630,-61338564.07,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20150331,-71527744.52,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20141231,-68171250.03,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20140930,-42078314.43,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20140630,-35206923.7,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20140331,-17391236.58,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20131231,10468350.42,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20130930,6061690.03,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20130630,5648316.2,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20130331,12958404.63,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20121231,20702796.61,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20120930,55865158.89,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20120630,74648389.35,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20120331,82665155.74,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20111231,74646546.91,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20110930,58262800.73,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20110630,31122354.1,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20110331,25131154.52,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20101231,24706581.97,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20100930,11422092.44,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20100630,24917883.87,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20100331,20734207.34,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20091231,21003792.01,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20090930,19218117.91,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20090630,11886938.39,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20090331,10686139.72,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20081231,11055182.12,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20080930,13167019.16,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20080630,25459663.03,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20080331,26161334.75,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20071231,25099620.53,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20070930,22909464.98,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20070630,17487234.9,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20070331,24614496.46,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20061231,30860898.01,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20060930,31294611.56,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20060630,32112940.78,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20060331,35844946.04,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20051231,32198702.03,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20050930,32101707.18,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20050630,32580022.18,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20050331,31738077.16,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20041231,30906997.94,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20040930,32084402.2,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20040630,33802229.93,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20040331,47986775.74,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20031231,47986775.74,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20030930,52092874.07,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20030630,52092874.07,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20021231,52092874.07,20040608,
600975.SH,湖南新五丰股份有限公司,110702,生猪养殖,7601060100000000,20011231,37013311.97,20040608,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20230331,254027278.92,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20221231,154203061.34,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20220930,-43199711.8,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20220630,-293504466.96,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20220331,-270937914.33,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20211231,277623333.03,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20210930,328215820.24,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20210630,437547802.55,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20210331,351119223.93,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20201231,108691020.35,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20200930,3411586.12,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20200630,-5536385.07,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20200331,29167002.0,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20191231,46123454.17,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20190930,56623670.18,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20190630,65704176.87,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20190331,71967808.12,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20181231,71298265.32,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20180930,76270157.4,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20180630,77055076.19,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20180331,74119564.52,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20171231,74276455.89,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20170930,82647664.2,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20170630,68820286.29,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20170331,68820286.29,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20161231,68820286.29,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20160930,48787161.86,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20151231,48787161.86,20220121,
603477.SH,乐山巨星农牧股份有限公司,110702,生猪养殖,7601060100000000,20141231,34998363.74,20220121,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20230331,295702945.67,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20221231,251961456.62,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20220930,57470496.91,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20220630,-230162887.18,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20220331,-205606610.68,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20211231,260406092.05,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20210930,438512350.15,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20210630,881299655.08,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20210331,1118827732.64,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20201231,1143306845.82,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20200930,472254420.91,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20200630,472254420.91,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20200331,472254420.91,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20191231,472254420.91,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20181231,76633576.07,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20171231,164502893.12,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20170630,172895024.76,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20161231,172895024.76,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20151231,84945992.6,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20141231,45877611.04,20210426,
605296.SH,云南神农农业产业集团股份有限公司,110702,生猪养殖,7601060100000000,20131231,59512159.45,20210426,
