,S_INFO_WINDCODE,S_INFO_COMPNAME,INDUSTRIESALIAS,INDUSTRIESNAME,INDUSTRIESCODE,REPORT_PERIOD,S_FA_GR_TTM,S_FA_GROSSMARGIN_TTM,ENTRY_DT,REMOVE_DT
677,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20151231,247994656.04,51938791.28,20220224,
678,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20160630,237484726.82,66684085.06,20220224,
679,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20161231,273074698.02,76779203.12,20220224,
680,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20170630,319763184.16,82149566.3,20220224,
681,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20171231,310459976.12,89661896.87,20220224,
682,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20180630,315005693.37,93160742.62,20220224,
683,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20181231,339124866.77,92734809.68,20220224,
684,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20190630,332343834.6,79233132.68,20220224,
685,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20191231,346407712.86,74296730.6,20220224,
686,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20200630,373167809.22,84934454.57,20220224,
687,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20200930,346407712.86,74296730.6,20220224,
688,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20201231,423913923.54,91111167.43,20220224,
689,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20210331,423913923.54,91111167.43,20220224,
690,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20210630,439108777.46,81478209.16,20220224,
691,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20210930,447096458.41,80789915.8,20220224,
692,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20211231,458883392.31,75822937.12,20220224,
693,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20220331,488570260.76,77333203.86,20220224,
694,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20220630,494338776.87,75313413.82,20220224,
695,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20220930,504621171.4,75087087.88,20220224,
696,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20221231,549051262.21,83231233.21,20220224,
697,832419.BJ,山东路斯宠物食品股份有限公司,1104,饲料,7601040000000000,20230331,577066800.29,91192367.81,20220224,
